Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration
17.3,72,47,33.26,-81.62,3.65013,1.12491,14.88333,36.23114,0.2216,991.52777,3.91612,0.94058,0,333.3042,0.76461,1.568e-11
17.4,72,47,33.26,-81.62,3.67119,1.38835,14.99568,35.94703,-0.0208,991.54187,3.91406,0.94736,0,343.83725,0.6578,2.654e-11
17.5,72,47,33.26,-81.62,3.70203,1.64559,15.10842,35.66355,-1.45564,991.55914,3.9119,0.96749,0,346.92636,0.74698,5.108e-11
17.6,72,47,33.26,-81.62,3.69278,1.87309,15.22579,35.34751,-1.92001,991.57666,3.90705,0.98598,0,351.19418,1.02768,6.033e-11
17.7,72,47,33.26,-81.62,3.72444,2.07264,15.34201,35.03813,-1.59024,991.59857,3.90232,1.00462,0,354.94839,1.06171,1.043e-10
17.8,72,47,33.26,-81.62,3.73274,2.26575,15.44166,34.74615,-1.88477,991.61908,3.89499,1.02683,0,362.63248,1.31602,1.047e-10
17.9,72,47,33.26,-81.62,3.80765,2.32604,15.54533,34.44664,-1.78434,991.64355,3.88754,1.05687,0,365.59604,1.26639,9.29e-11
18.0,72,47,33.26,-81.62,3.89475,2.37222,15.63618,34.13839,-2.68091,991.6701,3.87554,1.08326,0,366.46753,1.87367,1.335e-10
17.2,73,47,33.26,-81.619,3.66101,0.93444,14.74082,36.58849,-0.52418,991.51349,3.91801,0.94266,0,331.45404,0.49985,1.609e-12
17.3,73,47,33.26,-81.619,3.65873,1.13084,14.88753,36.20915,0.09056,991.52435,3.91483,0.94858,0,332.80948,0.73826,1.609e-11
17.4,73,47,33.26,-81.619,3.67868,1.3932,14.99995,35.92231,-0.15747,991.53833,3.91248,0.95565,0,343.53497,0.68126,1.649e-11
17.5,73,47,33.26,-81.619,3.71245,1.65512,15.11045,35.64431,-1.6478,991.55585,3.91032,0.97557,0,346.79233,0.75129,5.55e-11
17.6,73,47,33.26,-81.619,3.7005,1.8818,15.2273,35.32907,-2.2243,991.57385,3.90542,0.99442,0,351.44498,1.03857,6.462e-11
17.7,73,47,33.26,-81.619,3.72612,2.08242,15.34452,35.01765,-1.85451,991.5957,3.90068,1.01319,0,355.1405,1.06681,1.417e-10
17.8,73,47,33.26,-81.619,3.73379,2.27896,15.44264,34.73055,-2.18992,991.61652,3.8935,1.03552,0,362.99918,1.29482,9.599e-11
17.9,73,47,33.26,-81.619,3.79943,2.33978,15.54318,34.43569,-2.22757,991.64124,3.88577,1.06507,0,365.41116,1.31327,8.017e-11
18.0,73,47,33.26,-81.619,3.88894,2.3826,15.63432,34.12882,-3.30385,991.66803,3.87399,1.09194,0,366.48535,1.85444,1.193e-10
17.2,74,47,33.26,-81.618,3.66619,0.9412,14.74514,36.56508,-0.66995,991.51208,3.91662,0.94977,0,331.04996,0.4995,1.609e-12
17.3,74,47,33.26,-81.618,3.66744,1.13804,14.89214,36.18628,-0.02834,991.52313,3.91355,0.95578,0,332.52838,0.71738,6.033e-12
17.4,74,47,33.26,-81.618,3.68658,1.3992,15.00519,35.89541,-0.25129,991.53711,3.9109,0.96319,0,343.27795,0.70395,1.327e-11
17.5,74,47,33.26,-81.618,3.72285,1.66548,15.11451,35.6204,-1.76113,991.55487,3.90874,0.98297,0,346.77338,0.75095,4.196e-11
17.6,74,47,33.26,-81.618,3.70864,1.89117,15.23058,35.30663,-2.38577,991.5733,3.90378,1.00207,0,351.77277,1.0509,5.979e-11
17.7,74,47,33.26,-81.618,3.72785,2.09286,15.34688,34.99733,-1.99206,991.59485,3.89902,1.02098,0,355.67291,1.06745,1.408e-10
17.8,74,47,33.26,-81.618,3.73527,2.29241,15.44527,34.71102,-2.35018,991.61603,3.89198,1.04349,0,363.5509,1.26993,8.499e-11
17.9,74,47,33.26,-81.618,3.79107,2.35386,15.54182,34.42275,-2.47909,991.64105,3.88396,1.07235,0,365.27258,1.36892,9.66e-11
18.0,74,47,33.26,-81.618,3.88327,2.39361,15.63336,34.1172,-3.68914,991.66821,3.87243,1.0996,0,366.60971,1.83133,8.473e-11
17.2,75,47,33.26,-81.617,3.67103,0.94821,14.75018,36.54092,-0.69737,991.51282,3.91534,0.95597,0,330.79095,0.49833,5.228e-12
17.3,75,47,33.26,-81.617,3.67579,1.14508,14.89788,36.1618,-0.0731,991.5238,3.91238,0.96201,0,332.56161,0.71434,5.362e-12
17.4,75,47,33.26,-81.617,3.69385,1.40465,15.01138,35.86711,-0.1499,991.53784,3.9094,0.9696,0,343.01874,0.72404,1.233e-11
17.5,75,47,33.26,-81.617,3.73217,1.67396,15.12074,35.59225,-1.63047,991.55585,3.90724,0.98946,0,346.77124,0.74548,5.094e-11
17.6,75,47,33.26,-81.617,3.71557,1.89833,15.23535,35.28174,-2.17882,991.57446,3.90224,1.00863,0,351.87421,1.06913,6.596e-11
17.7,75,47,33.26,-81.617,3.72788,2.10074,15.34952,34.97709,-1.69572,991.59583,3.89743,1.02779,0,356.37854,1.05643,1.225e-10
17.8,75,47,33.26,-81.617,3.73492,2.30189,15.44978,34.68798,-1.94638,991.61743,3.89054,1.05038,0,364.05951,1.23566,8.54e-11
17.9,75,47,33.26,-81.617,3.78004,2.36359,15.54129,34.40877,-2.01878,991.64246,3.88224,1.07851,0,365.34952,1.42347,8.448e-11
18.0,75,47,33.26,-81.617,3.87454,2.40076,15.63379,34.1035,-3.23392,991.6701,3.87098,1.10593,0,366.64722,1.81197,8.802e-11
17.1,76,47,33.26,-81.616,3.69447,0.72448,14.58021,36.93341,-2.05925,991.48163,3.9136,0.94723,0,329.92709,0.77191,5.63e-12
17.2,76,47,33.26,-81.616,3.67969,0.95929,14.754,36.51753,-0.7563,991.48724,3.91391,0.96214,0,330.67117,0.4993,7.239e-12
17.3,76,47,33.26,-81.616,3.68843,1.15851,14.90188,36.13942,-0.01949,991.49823,3.91108,0.96855,0,332.39694,0.69113,2.681e-12
17.4,76,47,33.26,-81.616,3.70737,1.41868,15.01133,35.85062,-0.38976,991.51196,3.90769,0.9757,0,342.94577,0.75865,2.775e-11
17.5,76,47,33.26,-81.616,3.74805,1.6968,15.12133,35.57471,-2.0305,991.53076,3.90558,0.99584,0,347.15921,0.7537,7.775e-11
17.6,76,47,33.26,-81.616,3.73152,1.92169,15.23524,35.26546,-2.81595,991.54944,3.9005,1.01529,0,354.01874,1.07648,6.073e-11
17.7,76,47,33.26,-81.616,3.74161,2.12788,15.34821,34.9628,-2.86502,991.57123,3.89561,1.03502,0,357.3678,1.07447,9.92e-11
17.8,76,47,33.26,-81.616,3.75186,2.33599,15.44886,34.67398,-3.27007,991.59241,3.88883,1.05788,0,364.37326,1.26654,1.064e-10
17.9,76,47,33.26,-81.616,3.79188,2.40182,15.53644,34.40081,-4.07538,991.61743,3.88021,1.08525,0,365.43951,1.47305,6.094e-11
18.0,76,47,33.26,-81.616,3.88838,2.4358,15.63193,34.09111,-5.34896,991.64581,3.86919,1.11264,0,366.92944,1.79076,9.118e-11
17.1,77,47,33.26,-81.615,3.70739,0.72811,14.58349,36.91119,-1.74933,991.4375,3.91226,0.95354,0,330.30359,0.80974,5.228e-12
17.2,77,47,33.26,-81.615,3.69144,0.96502,14.75658,36.49625,-0.44221,991.44287,3.91246,0.96777,0,330.94653,0.49784,8.044e-12
17.3,77,47,33.26,-81.615,3.70485,1.16413,14.90506,36.11827,0.28294,991.45386,3.90978,0.97472,0,332.67026,0.67964,8.848e-12
17.4,77,47,33.26,-81.615,3.72275,1.42164,15.01405,35.82712,0.01723,991.46777,3.906,0.9814,0,343.51688,0.78469,1.542e-11
17.5,77,47,33.26,-81.615,3.76451,1.70102,15.12232,35.55571,-1.58249,991.48676,3.90392,1.00174,0,347.67416,0.76474,8.298e-11
17.6,77,47,33.26,-81.615,3.7468,1.92393,15.234,35.25117,-2.34945,991.50568,3.89878,1.02158,0,355.19363,1.07902,5.349e-11
17.7,77,47,33.26,-81.615,3.75183,2.12976,15.3466,34.94851,-2.2422,991.52765,3.89378,1.04156,0,357.60294,1.0788,9.156e-11
17.8,77,47,33.26,-81.615,3.76359,2.33699,15.44761,34.66013,-2.45515,991.54865,3.88713,1.06447,0,364.79803,1.24309,1.217e-10
17.9,77,47,33.26,-81.615,3.7953,2.40385,15.53443,34.38577,-3.083,991.57397,3.87818,1.09107,0,365.87521,1.5003,5.765e-11
18.0,77,47,33.26,-81.615,3.89276,2.4377,15.63078,34.07668,-4.0849,991.60284,3.86744,1.11839,0,367.2366,1.76427,6.73e-11
17.8,59,48,33.261,-81.633,3.96086,2.27495,15.40795,34.97767,4.26412,991.59241,3.91243,0.80565,0,357.76758,1.38411,2.681e-12
17.8,60,48,33.261,-81.632,3.93236,2.27445,15.41393,34.95465,2.74853,991.59802,3.91136,0.82553,0,356.35806,1.38498,8.714e-12
17.9,60,48,33.261,-81.632,4.07254,2.35943,15.5258,34.63976,2.56808,991.62201,3.90444,0.84716,0,358.76547,1.15507,4.692e-12
17.7,61,48,33.261,-81.631,3.83852,2.11071,15.29869,35.2806,0.8642,991.59387,3.91822,0.83016,0,355.6998,1.03588,6.703e-12
17.8,61,48,33.261,-81.631,3.90117,2.27431,15.41796,34.935,1.31313,991.61188,3.91014,0.84765,0,355.80731,1.38566,1.501e-11
17.9,61,48,33.261,-81.631,4.04185,2.35686,15.53208,34.61623,1.2094,991.63605,3.90333,0.87013,0,357.77377,1.15733,6.033e-12
18.0,61,48,33.261,-81.631,4.12524,2.45674,15.63511,34.26725,0.78095,991.65948,3.88994,0.89063,0,363.38702,1.90863,1.099e-11
17.7,62,48,33.261,-81.63,3.81492,2.10713,15.30802,35.24852,-0.29567,991.61328,3.91697,0.85183,0,355.62857,1.03625,7.373e-12
17.8,62,48,33.261,-81.63,3.87002,2.27428,15.42358,34.91181,0.11125,991.63159,3.90889,0.87015,0,356.05853,1.38553,1.032e-11
17.9,62,48,33.261,-81.63,4.01049,2.35472,15.53886,34.5913,0.05784,991.65582,3.90217,0.89385,0,357.35162,1.14855,1.314e-11
18.0,62,48,33.261,-81.63,4.09252,2.44984,15.64091,34.24512,-0.38679,991.67957,3.88882,0.91514,0,362.43762,1.8978,9.384e-12
17.7,63,48,33.261,-81.629,3.79242,2.10339,15.31742,35.21619,-1.23505,991.63739,3.91569,0.87287,0,355.18701,1.0459,4.692e-12
17.8,63,48,33.261,-81.629,3.84002,2.27409,15.43117,34.88452,-0.83933,991.65619,3.90768,0.89213,0,356.75943,1.38469,1.193e-11
17.9,63,48,33.261,-81.629,3.97965,2.35269,15.54565,34.56627,-0.88344,991.68042,3.90097,0.91721,0,357.21976,1.13065,3.204e-11
18.0,63,48,33.261,-81.629,4.06029,2.44293,15.6472,34.22216,-1.35822,991.70416,3.88771,0.93919,0,362.7366,1.90204,2.105e-11
17.5,64,48,33.261,-81.628,3.64796,1.64826,15.09988,35.79759,-1.13168,991.63104,3.92413,0.86435,0,346.42493,0.67719,2.011e-12
17.7,64,48,33.261,-81.628,3.77219,2.0993,15.32674,35.18499,-1.91672,991.66663,3.91449,0.89176,0,355.23743,1.0473,1.904e-11
17.8,64,48,33.261,-81.628,3.81286,2.27328,15.43831,34.85898,-1.57774,991.68567,3.90651,0.91197,0,357.00797,1.38406,2.52e-11
17.9,64,48,33.261,-81.628,3.95056,2.34999,15.55287,34.54072,-1.5403,991.70966,3.8998,0.93833,0,357.64398,1.12706,6.314e-11
18.0,64,48,33.261,-81.628,4.03,2.43563,15.65536,34.19567,-1.9689,991.73364,3.88664,0.96111,0,363.26453,1.91439,3.579e-11
17.5,65,48,33.261,-81.627,3.64198,1.64451,15.10879,35.76544,-1.67298,991.659,3.92278,0.88249,0,346.62219,0.673,6.703e-12
17.6,65,48,33.261,-81.627,3.68021,1.89161,15.22492,35.45588,-2.13908,991.67499,3.91841,0.89794,0,350.76913,0.81891,4.022e-12
17.7,65,48,33.261,-81.627,3.75299,2.09383,15.33625,35.15276,-2.34106,991.69482,3.91321,0.91103,0,355.77084,1.04481,1.89e-11
17.8,65,48,33.261,-81.627,3.78729,2.27148,15.44648,34.83,-2.11679,991.71387,3.90523,0.93218,0,357.22571,1.38586,3.284e-11
17.9,65,48,33.261,-81.627,3.92131,2.34609,15.56042,34.51306,-2.0432,991.73785,3.89848,0.95949,0,358.06332,1.13931,6.167e-11
18.0,65,48,33.261,-81.627,3.99995,2.42726,15.66318,34.1687,-2.50754,991.76227,3.88545,0.98303,0,364.05408,1.90782,7.159e-11
17.6,66,48,33.261,-81.626,3.66825,1.88638,15.23457,35.4221,-2.43656,991.70013,3.91705,0.91504,0,351.0788,0.81995,6.971e-12
17.7,66,48,33.261,-81.626,3.73706,2.08814,15.34527,35.12137,-2.54342,991.72015,3.91191,0.92889,0,356.12097,1.03987,3.486e-11
17.8,66,48,33.261,-81.626,3.76593,2.26928,15.45429,34.80189,-2.42822,991.73938,3.90397,0.95081,0,357.48541,1.38541,6.877e-11
17.9,66,48,33.261,-81.626,3.89488,2.34177,15.56763,34.48619,-2.27968,991.76337,3.89718,0.97894,0,358.58212,1.17066,9.518e-11
18.0,66,48,33.261,-81.626,3.97266,2.41867,15.67096,34.14198,-2.74832,991.78821,3.88427,1.00299,0,364.50354,1.89433,9.907e-11
17.3,67,48,33.261,-81.625,3.61035,1.11807,14.8821,36.29726,-0.30556,991.67432,3.92236,0.88983,0,333.68109,0.78685,5.362e-12
17.5,67,48,33.261,-81.625,3.63831,1.63671,15.12379,35.70796,-2.06734,991.7038,3.92013,0.91431,0,347.43573,0.67313,3.352e-12
17.6,67,48,33.261,-81.625,3.65981,1.88128,15.24441,35.38798,-2.53531,991.72009,3.91572,0.93053,0,351.35471,0.8306,1.89e-11
17.7,67,48,33.261,-81.625,3.72474,2.08272,15.35347,35.09141,-2.56767,991.74011,3.9106,0.94521,0,356.21896,1.03533,5.979e-11
17.8,67,48,33.261,-81.625,3.7491,2.2671,15.46119,34.77593,-2.54536,991.75983,3.90274,0.96769,0,357.89133,1.38211,1.111e-10
17.9,67,48,33.261,-81.625,3.87182,2.33752,15.57419,34.46083,-2.27312,991.78381,3.8959,0.99659,0,359.25253,1.21624,1.199e-10
18.0,67,48,33.261,-81.625,3.9487,2.4104,15.67787,34.11736,-2.71629,991.80884,3.88314,1.02092,0,364.6059,1.8801,9.411e-11
17.3,68,48,33.261,-81.624,3.61544,1.11247,14.88636,36.27499,-0.25109,991.66895,3.92108,0.90418,0,334.496,0.7728,2.681e-12
17.4,68,48,33.261,-81.624,3.6324,1.37984,15.01341,35.96894,-0.41009,991.68286,3.92044,0.91075,0,344.79926,0.52247,8.044e-12
17.5,68,48,33.261,-81.624,3.64444,1.63409,15.12998,35.68,-1.86741,991.69855,3.91867,0.92932,0,347.6871,0.63771,3.62e-12
17.6,68,48,33.261,-81.624,3.65801,1.87699,15.25131,35.35829,-2.28241,991.71521,3.91422,0.94583,0,352.18216,0.83807,3.271e-11
17.7,68,48,33.261,-81.624,3.71828,2.07865,15.35922,35.06475,-2.38993,991.73547,3.90912,0.9608,0,356.73596,1.04765,6.824e-11
17.8,68,48,33.261,-81.624,3.73943,2.26629,15.46532,34.75412,-2.49238,991.75519,3.90135,0.98362,0,359.18039,1.37854,1.075e-10
17.9,68,48,33.261,-81.624,3.85386,2.33524,15.57868,34.43751,-2.1013,991.77942,3.89442,1.01329,0,360.39984,1.25521,1.072e-10
18.0,68,48,33.261,-81.624,3.93074,2.40443,15.67659,34.10842,-2.71128,991.80444,3.88181,1.03802,0,365.17667,1.87914,9.103e-11
17.4,69,48,33.261,-81.623,3.63837,1.37635,15.01555,35.9496,-0.17612,991.65558,3.91899,0.92283,0,344.99106,0.52843,6.971e-12
17.5,69,48,33.261,-81.623,3.65372,1.63361,15.13277,35.65963,-1.62716,991.67157,3.91726,0.94178,0,348.02737,0.62005,4.022e-12
17.6,69,48,33.261,-81.623,3.66047,1.87484,15.25186,35.34299,-2.01423,991.68823,3.91277,0.95869,0,352.57474,0.87387,6.931e-11
17.7,69,48,33.261,-81.623,3.7161,2.0772,15.36022,35.0489,-2.09288,991.70892,3.90772,0.97412,0,356.98953,1.05208,8.888e-11
17.8,69,48,33.261,-81.623,3.73468,2.26748,15.4658,34.74032,-2.28091,991.72882,3.90003,0.99674,0,360.63641,1.37952,1.047e-10
17.9,69,48,33.261,-81.623,3.84038,2.33565,15.57809,34.42492,-1.80421,991.75348,3.89295,1.02703,0,361.14502,1.26004,1.221e-10
18.0,69,48,33.261,-81.623,3.91712,2.40134,15.67241,34.10527,-2.44238,991.7785,3.8805,1.05212,0,366.22238,1.8796,1.043e-10
17.4,70,48,33.261,-81.622,3.64613,1.37449,15.01696,35.93144,0.01331,991.62225,3.9175,0.93387,0,345.07034,0.55352,8.58e-12
17.5,70,48,33.261,-81.622,3.66506,1.6351,15.13391,35.64254,-1.40996,991.63843,3.91581,0.95307,0,348.23312,0.61266,6.301e-12
17.6,70,48,33.261,-81.622,3.66571,1.87475,15.25032,35.33182,-1.8117,991.65527,3.91128,0.97045,0,352.43622,0.92664,4.263e-11
17.7,70,48,33.261,-81.622,3.71639,2.07805,15.35956,35.03617,-1.83856,991.67627,3.90626,0.98641,0,356.80325,1.0575,8.513e-11
17.8,70,48,33.261,-81.622,3.73314,2.27089,15.46495,34.72902,-2.06453,991.69629,3.89868,1.00879,0,361.55014,1.37616,1.489e-10
17.9,70,48,33.261,-81.622,3.82967,2.33887,15.57551,34.41603,-1.60752,991.72125,3.89141,1.03945,0,362.02359,1.26683,1.385e-10
18.0,70,48,33.261,-81.622,3.90642,2.40108,15.66749,34.10303,-2.27346,991.74658,3.87913,1.06498,0,366.90845,1.88004,1.028e-10
17.4,71,48,33.261,-81.621,3.65556,1.37459,15.01866,35.91183,0.11323,991.58801,3.91594,0.94403,0,344.81406,0.60276,5.899e-12
17.5,71,48,33.261,-81.621,3.67822,1.63901,15.1336,35.62818,-1.25104,991.6048,3.91428,0.96332,0,348.15128,0.6154,2.359e-11
17.6,71,48,33.261,-81.621,3.67361,1.87724,15.24793,35.32172,-1.71776,991.62183,3.90968,0.98122,0,351.72693,0.98882,5.55e-11
17.7,71,48,33.261,-81.621,3.71882,2.08164,15.35807,35.02435,-1.69148,991.64282,3.9047,0.99773,0,356.1015,1.06739,8.111e-11
17.8,71,48,33.261,-81.621,3.73452,2.27707,15.46315,34.71921,-1.88239,991.6629,3.89725,1.02,0,361.61508,1.36198,1.4e-10
17.9,71,48,33.261,-81.621,3.82147,2.34552,15.57151,34.40943,-1.58597,991.68781,3.88979,1.05074,0,363.21436,1.28803,9.786e-11
18.0,71,48,33.261,-81.621,3.89854,2.40427,15.66253,34.10002,-2.32463,991.71387,3.87768,1.07679,0,366.8663,1.87936,1.412e-10
17.4,72,48,33.261,-81.62,3.66415,1.37688,15.01845,35.89777,0.18042,991.55658,3.91448,0.9521,0,344.24814,0.63221,1.072e-11
17.5,72,48,33.261,-81.62,3.69039,1.6451,15.13134,35.61901,-1.1656,991.57404,3.91282,0.97139,0,347.61746,0.62921,3.191e-11
17.6,72,48,33.261,-81.62,3.68202,1.88204,15.24492,35.31378,-1.65205,991.59106,3.90815,0.98971,0,351.67581,0.99929,8.915e-11
17.7,72,48,33.261,-81.62,3.72119,2.08733,15.35592,35.01481,-1.52111,991.61261,3.90321,1.00669,0,355.88678,1.07708,7.521e-11
17.8,72,48,33.261,-81.62,3.73512,2.28445,15.45874,34.71598,-1.53749,991.63287,3.89588,1.02883,0,362.02402,1.3249,1.172e-10
17.9,72,48,33.261,-81.62,3.81333,2.35359,15.56476,34.40937,-1.34222,991.65759,3.88819,1.05972,0,364.02695,1.29643,1.118e-10
18.0,72,48,33.261,-81.62,3.89065,2.40939,15.65767,34.09745,-2.09384,991.68384,3.87627,1.08605,0,366.79596,1.87363,1.261e-10
17.4,73,48,33.261,-81.619,3.67335,1.38226,15.02003,35.87919,0.05579,991.53754,3.91293,0.95992,0,343.49036,0.66642,2.574e-11
17.5,73,48,33.261,-81.619,3.70273,1.65562,15.13128,35.6044,-1.31261,991.55487,3.91128,0.97892,0,347.27896,0.63964,4.022e-11
17.6,73,48,33.261,-81.619,3.69188,1.89157,15.24361,35.30133,-1.90339,991.57281,3.90652,0.9977,0,351.72806,1.02171,6.22e-11
17.7,73,48,33.261,-81.619,3.72484,2.09808,15.35599,34.9996,-1.70766,991.59418,3.9016,1.01497,0,355.73239,1.08139,7.427e-11
17.8,73,48,33.261,-81.619,3.7383,2.298,15.45663,34.70684,-1.76437,991.61487,3.89439,1.03732,0,362.35016,1.29187,8.298e-11
17.9,73,48,33.261,-81.619,3.80815,2.36867,15.56004,34.40398,-1.76882,991.63971,3.88646,1.06793,0,364.26862,1.33088,9.492e-11
18.0,73,48,33.261,-81.619,3.887,2.42165,15.65299,34.09391,-2.65587,991.66638,3.87475,1.09479,0,366.6344,1.8555,1.233e-10
17.0,74,48,33.261,-81.618,3.72645,0.49224,14.43105,37.33431,-0.81828,991.50104,3.9174,0.934,0,316.17551,1.30808,1.609e-12
17.3,74,48,33.261,-81.618,3.67604,1.12657,14.90825,36.15044,0.03785,991.51801,3.91383,0.95984,0,332.65375,0.65054,9.384e-12
17.4,74,48,33.261,-81.618,3.68199,1.38869,15.02331,35.85712,-0.08285,991.5318,3.91139,0.96701,0,342.82413,0.69694,2.413e-11
17.5,74,48,33.261,-81.618,3.71416,1.66697,15.13336,35.58516,-1.47421,991.54895,3.90972,0.98574,0,347.14438,0.63909,3.003e-11
17.6,74,48,33.261,-81.618,3.70131,1.90164,15.24451,35.2843,-2.10729,991.56744,3.90489,1.0049,0,351.87259,1.04496,5.751e-11
17.7,74,48,33.261,-81.618,3.72758,2.10924,15.3572,34.98203,-1.81719,991.58868,3.89997,1.02246,0,355.79504,1.08213,7.038e-11
17.8,74,48,33.261,-81.618,3.74106,2.31145,15.45698,34.69252,-1.95136,991.60968,3.8929,1.04501,0,362.814,1.25193,8.647e-11
17.9,74,48,33.261,-81.618,3.80208,2.38364,15.55729,34.39442,-2.08429,991.6347,3.88471,1.07501,0,364.36383,1.38071,1.072e-10
18.0,74,48,33.261,-81.618,3.88307,2.43409,15.65016,34.08665,-3.09612,991.66174,3.87323,1.10246,0,366.38846,1.83112,9.461e-11
17.0,75,48,33.261,-81.617,3.73066,0.49774,14.43512,37.31554,-1.04472,991.50671,3.91647,0.94031,0,315.44397,1.31947,1.609e-12
17.3,75,48,33.261,-81.617,3.68433,1.13417,14.91339,36.12803,-0.10886,991.52368,3.9127,0.96564,0,332.06891,0.65119,6.703e-12
17.4,75,48,33.261,-81.617,3.68924,1.39456,15.02787,35.83321,-0.11407,991.53748,3.90992,0.973,0,342.43262,0.71829,1.046e-11
17.5,75,48,33.261,-81.617,3.7239,1.6764,15.13714,35.56292,-1.50221,991.55518,3.90822,0.99168,0,347.18835,0.62437,2.386e-11
17.6,75,48,33.261,-81.617,3.70895,1.90923,15.24754,35.26372,-2.02891,991.57318,3.90336,1.01108,0,352.08429,1.0612,6.019e-11
17.7,75,48,33.261,-81.617,3.72803,2.11749,15.35864,34.96503,-1.57602,991.59491,3.89842,1.02906,0,356.14047,1.08108,9.29e-11
17.8,75,48,33.261,-81.617,3.74145,2.32046,15.45947,34.67461,-1.70073,991.61591,3.8915,1.0516,0,363.52859,1.1998,8.781e-11
17.9,75,48,33.261,-81.617,3.79285,2.39353,15.55618,34.38235,-1.78894,991.64093,3.88305,1.08077,0,364.61316,1.43545,1.005e-10
18.0,75,48,33.261,-81.617,3.876,2.44187,15.65004,34.07461,-2.8271,991.66815,3.87181,1.10873,0,366.08109,1.806,1.104e-10
17.0,76,48,33.261,-81.616,3.73221,0.50722,14.43977,37.29438,-0.95341,991.49854,3.91547,0.94631,0,315.03809,1.31932,3.217e-12
17.4,76,48,33.261,-81.616,3.70181,1.40853,15.03096,35.8109,-0.41644,991.52924,3.90831,0.97879,0,342.04358,0.73561,7.507e-12
17.5,76,48,33.261,-81.616,3.73915,1.70013,15.13965,35.5421,-1.92801,991.54773,3.90659,0.99754,0,347.2749,0.64188,1.89e-11
17.6,76,48,33.261,-81.616,3.72455,1.93403,15.24959,35.24353,-2.69756,991.56573,3.90167,1.01742,0,353.64627,1.06647,7.159e-11
17.7,76,48,33.261,-81.616,3.74052,2.14605,15.35964,34.94671,-2.70151,991.58771,3.89667,1.03603,0,356.9826,1.08061,8.915e-11
17.8,76,48,33.261,-81.616,3.75745,2.35511,15.46084,34.65664,-3.01355,991.6087,3.88987,1.05878,0,363.76514,1.2497,9.934e-11
17.9,76,48,33.261,-81.616,3.80432,2.43321,15.55177,34.37478,-3.84089,991.63367,3.88109,1.08693,0,364.74719,1.48922,1.089e-10
18.0,76,48,33.261,-81.616,3.8899,2.47923,15.64831,34.06322,-4.93078,991.66156,3.8701,1.11499,0,366.28607,1.78542,7.764e-11
17.0,77,48,33.261,-81.615,3.73504,0.514,14.44426,37.27357,-0.94539,991.48096,3.91451,0.95184,0,315.04135,1.33057,1.609e-12
17.3,77,48,33.261,-81.615,3.70607,1.15465,14.92098,36.0859,-0.19451,991.49829,3.91017,0.97734,0,332.13318,0.64471,5.362e-12
17.4,77,48,33.261,-81.615,3.71266,1.41209,15.03384,35.78857,-0.3069,991.51129,3.90669,0.98424,0,342.04706,0.75521,1.341e-11
17.5,77,48,33.261,-81.615,3.75188,1.70534,15.14121,35.52289,-1.79197,991.52985,3.90496,1.00308,0,347.43399,0.66905,3.539e-11
17.6,77,48,33.261,-81.615,3.73635,1.93669,15.25054,35.22559,-2.45603,991.5484,3.89999,1.02349,0,354.73676,1.0683,5.617e-11
17.7,77,48,33.261,-81.615,3.74654,2.14771,15.36115,34.92687,-2.30444,991.57043,3.89491,1.04248,0,357.08282,1.08043,9.13e-11
17.8,77,48,33.261,-81.615,3.76526,2.35483,15.46185,34.63916,-2.48278,991.59143,3.88823,1.06521,0,363.93851,1.24092,8.392e-11
17.9,77,48,33.261,-81.615,3.80472,2.43453,15.55083,34.35897,-3.24105,991.61639,3.87914,1.09231,0,365.05069,1.52016,8.191e-11
18.0,77,48,33.261,-81.615,3.89111,2.4803,15.64705,34.05058,-4.11122,991.64484,3.86841,1.12037,0,366.3609,1.75649,8.141e-11
17.8,61,49,33.262,-81.631,3.89447,2.28665,15.44013,34.89178,0.48932,991.64209,3.91083,0.85193,0,356.25095,1.38592,1.341e-12
17.9,61,49,33.262,-81.631,4.0374,2.3729,15.55313,34.57351,0.40572,991.66669,3.90375,0.87367,0,358.10278,1.20728,4.96e-12
18.0,61,49,33.262,-81.631,4.11831,2.48096,15.65425,34.22923,0.04719,991.68964,3.89036,0.89313,0,363.60977,1.92342,2.011e-12
17.7,62,49,33.262,-81.63,3.79699,2.11243,15.33677,35.19048,-1.30337,991.67169,3.91764,0.85788,0,355.9285,1.05612,1.609e-12
17.8,62,49,33.262,-81.63,3.86077,2.28514,15.44941,34.86155,-0.84085,991.6897,3.90962,0.87398,0,356.14435,1.38662,5.899e-12
17.9,62,49,33.262,-81.63,4.00333,2.36911,15.56391,34.54087,-0.84754,991.71466,3.90261,0.89692,0,357.29739,1.20315,4.692e-12
18.0,62,49,33.262,-81.63,4.08208,2.47203,15.6648,34.19793,-1.22363,991.73767,3.88928,0.91725,0,362.06412,1.89665,4.692e-12
17.7,63,49,33.262,-81.629,3.77229,2.1086,15.35011,35.15072,-2.42122,991.72882,3.9164,0.87867,0,355.25784,1.05913,4.558e-12
17.8,63,49,33.262,-81.629,3.82771,2.2839,15.46189,34.82489,-1.89975,991.74701,3.90846,0.89564,0,356.36588,1.38639,1.609e-12
